Video Time,Commenter,Time,Comment
,Abdul Awal,,স্যার সারা বাংলাদেশের আউটসোর্সিং কর্মী রা বিগত ছয় মাস যাবত বেতন পাচ্ছে না এর কোন উপায় নেই
,Noore Alam,,নৌক
,tanni Chowdhury,,জয় বাংলা আর কখনোই ফিরে আসবে নাসপ্ন দেখে লাভ নাই
,Md. Fazlul Haque,,বাংলাদেশ জামাত ইসলামের জিন্দাবাদ
,Koyes Ahmad,,আলহামদুলিল্লাহ
,SARA RAHMAN,,জয় বাংলা জয় বাংলা
,Abu Talab,,জয় বাংলা
,Md Bulbul Molla,,ফারুকীর পদত্যাগ চাই
,MD Riaz Hossen,,হে
,ZAMAN WAHID,,ফারুকীকে উপদেষ্টা বাদ দিন
,kazi Tonmoy,,জয় বাংলা জয় বঙ্গবন্ধু
,Just Subscribe,,Best of luck. WE LOVE YOU
,Roy LX,,শেখা হাসিনা আসবেই
,Crazy alwaya,,afsos lieg
,আম্যাজন,,শেখ হাসিনা সরকার বার বার দরকার
,Mr Pabel,,দ্রুত নির্বাচন চাই
,Student educator R.H.S,,joy Bangla joy bangobodhu
,MD. MILON,,5 b
,HONOR Alam,,আপনাদের কাজ আরো দ্রুতগতি হওয়া উচিৎ!
,Md Ariful Islam,,
,Md rajib Meda,,আপনার কাছে বিনীত অনুরোধ করছি
,ismail sikder,,ডঃ মুহাম্মদ ইউনূস স্যার জিন্দাবাদ
,asadul Islam,,carry on sir....
,joy,,
,Delowar Hossain,,নির্বাচন চাই।
,Suvajit Hait,,নাটক কম করো প্রিয়
,MD nur Khan,,donnobad jamuna tv ke
,AJ Riyadh,,
,Rabbi,,শেখ হাসিনার বিচার চাই
,Siddiqur Rahman,,"সিন্ডিকেট, সিন্ডিকেট, সিন্ডিকেট কি সরকারের চাইতে শক্তিশালী?"
,md Shohid Chowdhury,,আওয়ামী লীগ এর বিচার
,Md Sumon Ahamed,,"কঠোর শাসন গঠন করেন, যেমন অতীতে ফোকরউদ্দিন অন্তবতী সরকার পরিচালনা করেছে।"
,Md.mozammal hoq,,"ইউনুসকে, অশুভকামনা"
,Md Sayeed,,hasinar fashi chai
,Md Arman,,Alhamdulillah
,Firoz Alom,,স্যার আপনি পাঁচ বছর থাকেন
,MD Foysal Siddiquee,,
,mohammad idris,,
,Traveler Galib,,একজন রাষ্ট্র প্রধান যেমন হওয়া উচিত ডঃ ইউনুস স্যার ঠিক তেমন।
,Siam tv,,জয় বাংলা জয় বঙ্গবন্ধু
,Labib-Tousif,,
,Mr Mithu yt,,shekh hasinar bichar chai
,Alamin,,এখন দেয়ালে মুতে মানুষ
,MUSTAQ AHMED SHAMIM,,
,Humayun Kabirtt#,,দ্রব্যমূল্যের দামটা নিয়ন্ত্রণের ব্যবস্থা গ্রহণ জরুরিভাবে।
,Joydev Paul,,"জয় বাংলা, জয় বঙ্গবন্ধু"
,সিয়াম রহমান,,কমেন্ট লীগ
,Sharif Hossain,,আপনাকে পদত্যাগ করতে হবে
,md Abdur Rouf Babul,,ফারুকিকে জয় বাংলা করে দিন
,☆ 𝐁𝐓𝐒 𝐅𝐀𝐍𝐁𝐎𝐘 ☆,,
,Rashid bba,,জয় বাংলা
,Nahida Begum,,আলহামদুলিল্লাহ আলহামদুলিল্লাহ
,sumon tour world,,alhamdulillah
,Ashraf uddin,,জয় বাংলা
,nEXT-G,,Go ahead
,Raja Rangpuri,,দেশের ৪০ শতাংশ মানুষ উত্তরবঙ্গে বাস করে অথচ একজন উপদেষ্টাও নাই। এগুলো অন্যায়।
,MD Ains,,আমি চাই আপনি জনগণের ভোটের অধিকার ফিরিয়ে দিবেন
,MdShaidulislam Sohid,,আওয়ামী বাকশাল স্বৈরশাসক বুবু হাসিনা সহ বাকশালের দোষরদের বিচার দাবি করছি
,Arif Mollik,,
,Sk Hobi607,,
,Hossain Masum,,আপনি তো পালাবেন বাকিদের কিভাবে কিভাবে কি হবে
,Md johirislam,,পুলিশ আত্মার বিচার চাই আমাদের বাড়িঘর পড়ার বিচার চাই
,Monirul Hasan Sarker,,কিছুক্ষণ পরে এশারের আযান হবে ইনশাআল্লাহ আমরা সবাই পাঁচ ওয়াক্ত সালাত জামায়াতে সাথে আদায় করবো।
,rabiul islam,,জয় বাংলা
,Md Rezaul Islam,,বিপ্লবী সরকার চাই।
,Kaniz Fatima,,শুভকামনা স্যার
,Md Mehidy islam Mehidy islam,,আলহামদুলিল্লাহ
,BeneHerb Naturals,,Khankirpola Student Murder 2018/24
,Shakil Ahmed,,আওয়ামী লীগের সব নেতা এখন অনলাইনে
,Md Ali Hossain,,ইউনুস সরাও দেশ বাঁচাও
,Hasan Fahad,,
,Alifa Nusrat,,ভালো চাইতে পদত্যাগ কর
,Nazrul Shohel,,শেখ হাসিনা সরকার বার বার দরকার।
,M Yousef,,
,Emdad H Rumon,,জয় বাংলা
,Mango media sapahar,,right
,Tanvir Ahmed,,Europe embassy or VFX global chai . India ba nepal jete chay na bangadesher manush amra khotir sommukkhin hote chai na . VISA reject holei khotir sommukkhin hote hoy
,Sound of Life,,proti awamilegue ke report koren
,বিবেকের শিকল,,জয় বাংলা
,MD.mohiuddin Khan,,আওয়ামী লীগ নিষিদ্ধ চাই
,saidul hasan,,আফসোস লীগেরা কই?
,Hm Mazid,,আওয়ামীলীগের বর্তমান রাজনৈতিক প্রধানদের পরিবর্তন না করলে বাংলাদেশে তাদের রাজনীতি করার অধিকার নেই।
,Md Mahabub Khan,,এখানে দেখি জয় বাংলার জলনী উইঠা গেছে।
,Nazrul Shohel,,শেখ হাসিনা সরকার বার বার দরকার
,Md Roni,,ইউনুস নিপাত যাক....
,SARA RAHMAN,,সবজির দাম বেশি
,Sports Talkies,,দারুন
,TANJIM SALEH TURJO,,ফারুকিকে সরিয়ে আসিফ মাহতাব সারকে উপদেস্টা করার দাবি জানাই
,md mosfiq,,আপার ছেলে মেয়ে গুলো এই ভাষণে খুবই বিব্রত বোধ করছে মনে হয়।
,SI Technology SG,,সহমত
,motiur Rahman Roll-110,,"আগে সংস্কার, পরে নির্বাচন"
,Md Husain Kobir,,
,Shohel Hossin,,"তোমার জন্য চিন্তা হয়,তুমি কি করে বাচবে"
,MD Rahim,,ইন্ডিয়া থেকে সৌদি যেতে লাগে 70000 বাংলাদেশ থেকে যাইতে লাগে 5 লাখ বাংলাদেশ থেকে যেন 1 লক্ষ টাকায় সৌদি যাওয়া যায় সেই ব্যবস্থা করেন
,Mir Masum,,ভুয়া
,Moja,,পিনাকী কে উপদেষ্টা নিয়োগ দেন
,Krishna Gopal,,জয় বাংলা
,jasim uddin,,জয় বাংলা জয় বঙ্গবন্ধু
,Md Jahangir,,আল্লাহ আপনাকে নেক হায়াত দান করুক
,Mamun Mamun,,শেখ হাসিনা আবার আসবে
,Md Rasel,,
,Abrar Faiaz,,
,Everything You Should Know,,আওয়ামী কমেন্ট লীগ
,Minhazur Rahman Shohagh,,কমেন্টলীগ
,Md Shihab Islam Shobuz,,তোর বিচার আগে করা হবে বাংলার
,Emdad H Rumon,,জয় বাংলা জয় বঙ্গবন্ধু
,Traveler Galib,,বাংলাদেশ জন্মের পর সত্যিই এই প্রথম প্রবাসীরা রেমিট্যান্স যোদ্ধা হিসেবে সম্মান পাচ্ছে।খুবই ভালো সিন্ধান্ত।প্রবাসীদের পক্ষ থেকে ধন্যবাদ অন্তবর্তীকালীন সরকারকে আপনারদের হাতেই দেশ নিরাপদ।
,Muhammad Parvez,,সংবিধান স্ংস্কারের ওয়েবসাইটে মতামত কেন প্রদান করা যায় না কেন?
,Rafi Ahmed,,তিশার জামাই জিন্দাবাদ।
,Hossain Masum,,এইসব কথা না বলে মানুষকে সুরক্ষা দিন দ্রুত
,Mdnizam bepary,,"যেই দলের সমর্থন করে জাতীয় মসজিদের খতিব পালিয়ে যায়, সেই দলের সমর্থন নয়, নতুন বাংলাদেশ নতুন সম্ভাবনা বাংলাদেশ জিন্দাবাদ"
,Shihab Shihab,,সত্যের জয় হবে ইনশাআল্লাহ
,Arafat Hossien,,ফারুকী হঠাও
,BanglaQuran Recitation,,আগে মানুষের মানসিকতার পরিবর্তন করতে হবে
,MD Arshad,,জয় বাংলা
,Status Supper market,,"sir lelot apnke,"
,mysha Borna,,এই সরকার এর সাথে আছি আমরা
,AM Kitchen & Vlog,,আপনারা বাজার নিয়ন্তন করতে পারছেন না এবং যাকে তাকে আপনার উপদেষ্টা নিয়োগ দিচ্ছেন এভাবে দেশের চিএ বদলাতে পারবেন?
,Mango media sapahar,,Right
,Uttam Ray,,জয় বাংলা জয় বঙ্গবন্ধু
,Game Play 2021,,
,Sojib,,বাংলাদেশ জিন্দাবাদ
,md shimul,,দৃষ্টান্ত মুলক বিচার দাবি করি
,nEXT-G,,Good
,Abul Hashem,,জয় জাতীয়তাবাদী
,Shahjahan,,কমেন্ট লীগ
,Ganesh Chowdhury,,"জয় বাংলা, জয় বঙ্গবন্ধু।"
,Poritosh Roy,,
,PM ARAFAT CHOWDHURY,,বাংলাদেশ বাঁচাও
,Raditto Vai,,
,Md Parvez,,বাংলাদেশ গন অধিকার পরিষদে
,jasim uddin,,জয় বাংলা জয় জয় বঙ্গবন্ধু
,মুজাহিদ মিডিয়া দশমিনা,,ইসলামী আন্দোলন বাংলাদেশ জিন্দাবাদ
,Vaber ektara,,জয়বাংলা জয় বঙ্গবন্ধু
